name;deviceVersion;applicationName;sysOid;dfield;description;virtualDeviceName;preDefined;defaultIconId;categoryId;link;seriesId;id;defaultTopoIconId
AC ProductTrunkPack1600;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.20;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40193', '@rel': 'self', '@op': 'GET'};254;40193;1126
AC ProductTrunkPack1610;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.24;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40194', '@rel': 'self', '@op': 'GET'};254;40194;1126
AC ProductTrunkPack1610IpMedia;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.30;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40195', '@rel': 'self', '@op': 'GET'};254;40195;1126
AC ProductTrunkPack1610SB;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.29;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40196', '@rel': 'self', '@op': 'GET'};254;40196;1126
AC ProductTrunkPack2810;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.34;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40197', '@rel': 'self', '@op': 'GET'};254;40197;1126
AC ProductTrunkPack6310;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.45;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40198', '@rel': 'self', '@op': 'GET'};254;40198;1126
AC ProductTrunkPack6310IpMedia;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.51;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40199', '@rel': 'self', '@op': 'GET'};254;40199;1126
AC ProductTrunkPack6310SB;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.52;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40200', '@rel': 'self', '@op': 'GET'};254;40200;1126
AC ProductTrunkPackSTRETTO2000;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.32;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40201', '@rel': 'self', '@op': 'GET'};254;40201;1126
AC ProductTrunkPackIPMServer2000;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.33;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40202', '@rel': 'self', '@op': 'GET'};254;40202;1126
3COM VOIP Media Gateway;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.250;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40203', '@rel': 'self', '@op': 'GET'};254;40203;1126
3COM VOIP Media Gateway;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.251;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40204', '@rel': 'self', '@op': 'GET'};254;40204;1126
3COM VOIP Media Gateway;;QuidviewRM;1.3.6.1.4.1.5003.8.1.1.252;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40205', '@rel': 'self', '@op': 'GET'};254;40205;1126
3Com Office Connect Managed Gigabit PWR 10;;QuidviewLM;1.3.6.1.4.1.43.1.8.64;;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40206', '@rel': 'self', '@op': 'GET'};255;40206;1105
3Com OfficeConnect Managed Switch 9 FX;;QuidviewLM;1.3.6.1.4.1.43.1.8.53;;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40207', '@rel': 'self', '@op': 'GET'};256;40207;1105
3Com OfficeConnect Managed Switch 9;;QuidviewLM;1.3.6.1.4.1.43.1.8.52;;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40208', '@rel': 'self', '@op': 'GET'};256;40208;1105
3Com WX3010;;QuidviewLM;1.3.6.1.4.1.43.1.20.38;WX3000-CMW;;C3ComLanSwitchDevice;true;5;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40210', '@rel': 'self', '@op': 'GET'};250;40210;1111
3Com WX3010-LSW;;QuidviewLM;1.3.6.1.4.1.43.1.20.39;;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40211', '@rel': 'self', '@op': 'GET'};250;40211;1105
3Com S7903E-S;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.74;S7900E-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40212', '@rel': 'self', '@op': 'GET'};236;40212;1105
3Com 2920-SFP Plus;;QuidviewLM;1.3.6.1.4.1.43.1.8.71;S2900-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40213', '@rel': 'self', '@op': 'GET'};220;40213;1105
3Com 2928-SFP Plus;;QuidviewLM;1.3.6.1.4.1.43.1.8.72;S2900-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40214', '@rel': 'self', '@op': 'GET'};220;40214;1105
3Com 2952-SFP Plus;;QuidviewLM;1.3.6.1.4.1.43.1.8.73;S2900-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40215', '@rel': 'self', '@op': 'GET'};220;40215;1105
3Com 2928-PWR Plus;;QuidviewLM;1.3.6.1.4.1.43.1.8.74;S2900-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40216', '@rel': 'self', '@op': 'GET'};220;40216;1105
3Com 2928-HPWR Plus;;QuidviewLM;1.3.6.1.4.1.43.1.8.75;S2900-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40217', '@rel': 'self', '@op': 'GET'};220;40217;1105
3Com S2226-SFP Plus;;QuidviewLM;1.3.6.1.4.1.43.1.8.76;bv4;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40218', '@rel': 'self', '@op': 'GET'};218;40218;1105
3Com S2250-SFP Plus;;QuidviewLM;1.3.6.1.4.1.43.1.8.77;bm4;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40219', '@rel': 'self', '@op': 'GET'};218;40219;1105
3Com S2426-PWR Plus;;QuidviewLM;1.3.6.1.4.1.43.1.8.78;bp2;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40220', '@rel': 'self', '@op': 'GET'};219;40220;1105
3Com NBX 5000_v2;;QuidviewRM;1.3.6.1.4.1.43.1.17.3.3.2;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40221', '@rel': 'self', '@op': 'GET'};226;40221;1125
3Com NBX 5000_v3;;QuidviewRM;1.3.6.1.4.1.43.1.17.3.3.1;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40222', '@rel': 'self', '@op': 'GET'};226;40222;1125
3Com WX3008;;QuidviewLM;1.3.6.1.4.1.43.1.20.45;WX3000-CMW;;C3ComLanSwitchDevice;true;5;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40223', '@rel': 'self', '@op': 'GET'};281;40223;1111
3Com WX3008-LSW;;QuidviewLM;1.3.6.1.4.1.43.1.20.46;;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40224', '@rel': 'self', '@op': 'GET'};281;40224;1105
3Com S3300;;QuidviewLM;1.3.6.1.4.1.43.10.27.4.1.2.2;s2s;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40225', '@rel': 'self', '@op': 'GET'};285;40225;1105
3Com wlanAP9552;;QuidviewLM;1.3.6.1.4.1.43.1.20.47;WA2600A-CMW;;C3ComLanSwitchDevice;true;5;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40226', '@rel': 'self', '@op': 'GET'};286;40226;1111
3Com Switch 4510G-24;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.83;S4510G-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40227', '@rel': 'self', '@op': 'GET'};289;40227;1105
3Com Switch 4510G-48;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.84;S4510G-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40228', '@rel': 'self', '@op': 'GET'};289;40228;1105
3Com Switch 4200G-24-NTG;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.81;s3t;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40229', '@rel': 'self', '@op': 'GET'};137;40229;1105
3Com Switch 4200G-48-NTG;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.82;s3t;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40230', '@rel': 'self', '@op': 'GET'};137;40230;1105
3Com TippingPoint SecBlade 1200N IPS Module;;QuidviewRM;1.3.6.1.4.1.10734.1.3.33;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40231', '@rel': 'self', '@op': 'GET'};224;40231;1106
3Com WX5002;;QuidviewLM;1.3.6.1.4.1.43.1.20.49;WX5002-CMW;;C3ComLanSwitchDevice;true;5;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40232', '@rel': 'self', '@op': 'GET'};292;40232;1111
3Com WX5004;;QuidviewLM;1.3.6.1.4.1.43.1.20.50;WX5004-CMW;;C3ComLanSwitchDevice;true;5;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40233', '@rel': 'self', '@op': 'GET'};292;40233;1111
3Com wlanAP9152;;QuidviewLM;1.3.6.1.4.1.43.1.20.48;WA2600A-CMW;;C3ComLanSwitchDevice;true;5;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40234', '@rel': 'self', '@op': 'GET'};286;40234;1111
3Com S4210 9-Port;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.75;S4210-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40235', '@rel': 'self', '@op': 'GET'};293;40235;1105
3Com S4210 18-Port;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.76;S4210-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40236', '@rel': 'self', '@op': 'GET'};293;40236;1105
3Com S4210 26-Port;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.77;S4210-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40237', '@rel': 'self', '@op': 'GET'};293;40237;1105
3Com S4210 PWR 9-Port;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.78;S4210-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40239', '@rel': 'self', '@op': 'GET'};293;40239;1105
3Com S4210 PWR 18-Port;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.79;S4210-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40240', '@rel': 'self', '@op': 'GET'};293;40240;1105
3Com S4210 PWR 26-Port;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.80;S4210-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40241', '@rel': 'self', '@op': 'GET'};293;40241;1105
3Com S4210G-24;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.85;S4210G-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40242', '@rel': 'self', '@op': 'GET'};296;40242;1105
3Com S4210G-48;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.86;S4210G-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40243', '@rel': 'self', '@op': 'GET'};296;40243;1105
3Com S4210G-24-PWR;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.87;S4210G-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40244', '@rel': 'self', '@op': 'GET'};296;40244;1105
3Com S4210G-48-PWR;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.88;S4210G-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40245', '@rel': 'self', '@op': 'GET'};296;40245;1105
3Com S4210G-24-NT;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.89;S4210G-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40246', '@rel': 'self', '@op': 'GET'};296;40246;1105
3Com S4210G-48-NT;;QuidviewLM;1.3.6.1.4.1.43.1.16.4.3.90;S4210G-CMW;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40247', '@rel': 'self', '@op': 'GET'};296;40247;1105
3Com TippingPoint 200E;;QuidviewRM;1.3.6.1.4.1.10734.1.3.15;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40248', '@rel': 'self', '@op': 'GET'};224;40248;1106
3Com TippingPoint 210E;;QuidviewRM;1.3.6.1.4.1.10734.1.3.19;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40249', '@rel': 'self', '@op': 'GET'};224;40249;1106
3Com TippingPoint 600E;;QuidviewRM;1.3.6.1.4.1.10734.1.3.20;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40250', '@rel': 'self', '@op': 'GET'};224;40250;1106
3Com TippingPoint 5000E;;QuidviewRM;1.3.6.1.4.1.10734.1.3.23;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40251', '@rel': 'self', '@op': 'GET'};224;40251;1106
3Com TippingPoint SMS Server;;QuidviewRM;1.3.6.1.4.1.10734.1.4.3;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40252', '@rel': 'self', '@op': 'GET'};224;40252;1106
3Com TippingPoint T210E;;QuidviewRM;1.3.6.1.4.1.10734.1.3.19;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40253', '@rel': 'self', '@op': 'GET'};224;40253;1106
3Com TippingPoint 660N;;QuidviewRM;1.3.6.1.4.1.10734.1.3.27;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40254', '@rel': 'self', '@op': 'GET'};224;40254;1106
3Com TippingPoint 1400N;;QuidviewRM;1.3.6.1.4.1.10734.1.3.28;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40255', '@rel': 'self', '@op': 'GET'};224;40255;1106
3Com TippingPoint 2500N;;QuidviewRM;1.3.6.1.4.1.10734.1.3.29;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40256', '@rel': 'self', '@op': 'GET'};224;40256;1106
3Com TippingPoint 5100N;;QuidviewRM;1.3.6.1.4.1.10734.1.3.30;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40257', '@rel': 'self', '@op': 'GET'};224;40257;1106
3Com TippingPoint 110;;QuidviewRM;1.3.6.1.4.1.10734.1.3.31;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40258', '@rel': 'self', '@op': 'GET'};224;40258;1106
3Com TippingPoint 330;;QuidviewRM;1.3.6.1.4.1.10734.1.3.32;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40259', '@rel': 'self', '@op': 'GET'};224;40259;1106
3Com VCX cemServer;;QuidviewRM;1.3.6.1.4.1.43.48.1.1.2;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40260', '@rel': 'self', '@op': 'GET'};227;40260;1125
3Com VCX Connect100;;QuidviewRM;1.3.6.1.4.1.43.48.1.1.3;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40261', '@rel': 'self', '@op': 'GET'};227;40261;1125
3Com VCX Connect200;;QuidviewRM;1.3.6.1.4.1.43.48.1.1.4;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40262', '@rel': 'self', '@op': 'GET'};227;40262;1125
3Com VCX V7005;;QuidviewRM;1.3.6.1.4.1.43.48.1.1.5;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40263', '@rel': 'self', '@op': 'GET'};227;40263;1125
3Com VCX V7205;;QuidviewRM;1.3.6.1.4.1.43.48.1.1.6;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40264', '@rel': 'self', '@op': 'GET'};227;40264;1125
3Com VCX Power;;QuidviewRM;1.3.6.1.4.1.43.48.1.1.7;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40265', '@rel': 'self', '@op': 'GET'};227;40265;1125
3Com VCX MIMConnectPrimary;;QuidviewRM;1.3.6.1.4.1.43.48.1.1.8;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40266', '@rel': 'self', '@op': 'GET'};227;40266;1125
3Com VCX MIMConnectSecondary;;QuidviewRM;1.3.6.1.4.1.43.48.1.1.9;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40267', '@rel': 'self', '@op': 'GET'};227;40267;1125
3Com VCX MIMEnterprise;;QuidviewRM;1.3.6.1.4.1.43.48.1.1.10;;;C3ComRouterDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40268', '@rel': 'self', '@op': 'GET'};227;40268;1125
3Com Baseline S2226-SFP Plus;;QuidviewLM;1.3.6.1.4.1.43.1.8.66;;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40269', '@rel': 'self', '@op': 'GET'};218;40269;1105
3Com Baseline S2250-SFP Plus;;QuidviewLM;1.3.6.1.4.1.43.1.8.68;;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40270', '@rel': 'self', '@op': 'GET'};218;40270;1105
3Com Baseline S2426 PWR Plus;;QuidviewLM;1.3.6.1.4.1.43.1.8.67;;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40271', '@rel': 'self', '@op': 'GET'};219;40271;1105
3Com Baseline S3524-PoE;;QuidviewLM;1.3.6.1.4.1.43.1.8.65;;;C3ComLanSwitchDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40272', '@rel': 'self', '@op': 'GET'};392;40272;1105
3Com TippingPoint SMS Server 1750;;QuidviewRM;1.3.6.1.4.1.10734.1.4.1;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40273', '@rel': 'self', '@op': 'GET'};224;40273;1106
3Com TippingPoint SMS Server 1850;;QuidviewRM;1.3.6.1.4.1.10734.1.4.2;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40274', '@rel': 'self', '@op': 'GET'};224;40274;1106
3Com TippingPoint SMS Server VMWARE;;QuidviewRM;1.3.6.1.4.1.10734.1.4.4;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40275', '@rel': 'self', '@op': 'GET'};224;40275;1106
3Com TippingPoint SMS Server HP DL320;;QuidviewRM;1.3.6.1.4.1.10734.1.4.5;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40276', '@rel': 'self', '@op': 'GET'};224;40276;1106
3Com TippingPoint SMS Server HP DL380;;QuidviewRM;1.3.6.1.4.1.10734.1.4.6;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40277', '@rel': 'self', '@op': 'GET'};224;40277;1106
3Com TippingPoint SMS Server VSMS;;QuidviewRM;1.3.6.1.4.1.10734.1.4.7;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40278', '@rel': 'self', '@op': 'GET'};224;40278;1106
3Com TippingPoint SMS Server HP DL360p G8;;QuidviewRM;1.3.6.1.4.1.10734.1.4.8;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40279', '@rel': 'self', '@op': 'GET'};224;40279;1106
3Com TippingPoint SMS Server HP DL380p G8;;QuidviewRM;1.3.6.1.4.1.10734.1.4.9;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40280', '@rel': 'self', '@op': 'GET'};224;40280;1106
3Com TippingPoint SMS Server VSMSLITE;;QuidviewRM;1.3.6.1.4.1.10734.1.4.10;;;C3ComIPSecDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40281', '@rel': 'self', '@op': 'GET'};224;40281;1106
3Com 2500;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.1;;3Com 2500 Terminal Server;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40300', '@rel': 'self', '@op': 'GET'};529;40300;1108
3Com 2600;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.2;;3Com 2600 Terminal Server;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40301', '@rel': 'self', '@op': 'GET'};529;40301;1108
3Com 2000;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.3;;3Com 2000 Terminal Server;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40302', '@rel': 'self', '@op': 'GET'};529;40302;1108
3Com 1 Terminal Server;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.4;;3Com 1 Terminal Server;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40303', '@rel': 'self', '@op': 'GET'};529;40303;1108
3Com 210;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.5;;3Com 210 Terminal Server;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40304', '@rel': 'self', '@op': 'GET'};529;40304;1108
3Com 2100;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.6;;3Com 2100 Terminal Server;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40305', '@rel': 'self', '@op': 'GET'};529;40305;1108
3Com 3000;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.7;;3Com 3000 Terminal Server;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40306', '@rel': 'self', '@op': 'GET'};529;40306;1108
3Com 3100;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.8;;3Com 3100 Terminal Server;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40307', '@rel': 'self', '@op': 'GET'};529;40307;1108
3Com Callisto;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.9;;3Com Callisto Terminal Server;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40308', '@rel': 'self', '@op': 'GET'};529;40308;1108
3Com Callisto Series1 Plat;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.10.1;;3Com Callisto Series 1 Terminal Server Platform;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40309', '@rel': 'self', '@op': 'GET'};529;40309;1108
3Com Callisto Series200 Plat;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.10.2;;3Com Callisto Series 200 Terminal Server Platform;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40310', '@rel': 'self', '@op': 'GET'};529;40310;1108
3Com Callisto Plat;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.10.3;;3Com Callisto Terminal Server Platform;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40311', '@rel': 'self', '@op': 'GET'};529;40311;1108
3Com 2500 Plat;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.10.4;;3Com Series 2500 Terminal Server Platform;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40312', '@rel': 'self', '@op': 'GET'};529;40312;1108
3Com 3000 Plat;N/A;QuidviewLM;1.3.6.1.4.1.43.1.1.10.5;;3Com Series 3000 Terminal Server Platform;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40313', '@rel': 'self', '@op': 'GET'};529;40313;1108
3Com Bridge Server;N/A;QuidviewLM;1.3.6.1.4.1.43.1.2;;3Com Dedicated Bridge Server;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40314', '@rel': 'self', '@op': 'GET'};529;40314;1108
3Com Route Server;N/A;QuidviewLM;1.3.6.1.4.1.43.1.3;;3Com Dedicated Route Server;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40315', '@rel': 'self', '@op': 'GET'};529;40315;1108
3Com netbuilder1;N/A;QuidviewRM;1.3.6.1.4.1.43.1.4.1;;3Com NetBuilder I;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40316', '@rel': 'self', '@op': 'GET'};514;40316;1104
3Com netbuilder2;N/A;QuidviewRM;1.3.6.1.4.1.43.1.4.2;;3Com NetBuilder II;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/40317', '@rel': 'self', '@op': 'GET'};515;40317;1104
